Time,Queue Size
4.658,2
4.66,2
4.662,2
4.664,2
4.666,2
4.668,2
4.67,2
4.672,2
4.674,2
4.676,2
4.678,2
4.68,2
4.682,2
4.684,2
4.686,2
4.688,2
4.69,2
4.692,2
4.694,2
4.696,2
4.698,2
4.7,2
4.702,2
4.704,2
4.706,2
4.708,2
4.71,2
4.712,2
4.714,2
4.716,2
4.718,2
4.72,2
4.722,2
4.724,2
4.726,2
4.728,2
4.73,2
4.732,2
4.734,2
4.736,2
4.738,2
4.74,2
4.742,2
4.744,2
4.746,2
4.748,2
4.75,2
4.752,2
4.754,2
4.756,2
4.758,2
4.76,2
4.762,2
4.764,2
4.766,2
4.768,2
4.77,2
4.772,2
4.774,2
4.776,2
4.778,2
4.78,2
4.782,2
4.784,2
4.786,2
4.788,2
4.79,2
4.792,2
4.794,2
4.796,2
4.798,2
4.8,2
4.802,2
4.804,2
4.806,2
4.808,2
4.81,2
4.812,2
4.814,2
4.816,2
4.818,2
4.82,2
4.822,2
4.824,2
4.826,2
4.828,2
4.83,2
4.832,2
4.834,2
4.836,2
4.838,2
4.84,2
4.842,2
4.844,2
4.846,2
4.848,2
4.85,2
4.852,2
4.854,2
4.856,2
4.858,2
4.86,2
4.862,2
4.864,2
4.866,2
4.868,2
4.87,2
4.872,2
4.874,2
4.876,2
4.878,2
4.88,2
4.882,2
4.884,2
4.886,2
4.888,2
4.89,2
4.892,2
4.894,2
4.896,2
4.898,2
4.9,2
4.902,2
4.904,2
4.906,2
4.908,2
4.91,2
4.912,2
4.914,2
4.916,2
4.918,2
4.92,2
4.922,2
4.924,2
4.926,2
4.928,2
4.93,2
4.932,2
4.934,2
4.936,2
4.938,2
4.94,2
4.942,2
4.944,2
4.946,2
4.948,2
4.95,2
4.952,2
4.954,2
4.956,2
4.958,2
4.96,2
4.962,2
4.964,2
4.966,2
4.968,2
4.97,2
4.972,2
4.974,2
4.976,2
4.978,2
4.98,2
4.982,2
4.984,2
4.986,2
4.988,2
4.99,2
4.992,2
4.994,2
4.996,2
4.998,2
